Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.",Have you heard of any of the following online course providers?,,,,,Which of these industries most closely matches your profession?,Government regulation helps ensure businesses treat individuals more fairly.,Gender?,Household Income?,Age?,Exact Age,What is the highest level of education you have completed?,Which race/ethnicity best describes you? (Please choose only one.) ,Age,Gender,Household Income,Region,Device Type
10714732470,233176282,05/08/2019 02:17:34 AM,05/08/2019 02:19:14 AM,108.67.12.201,,,,,2,7,7,7,5,,,,,5,2,4,1,2,3,34,7,5,,,,,
10714731958,233176282,05/08/2019 02:08:30 AM,05/08/2019 02:18:53 AM,41.80.205.239,,,,,2,8,7,9,9,1,2,3,,,5,9,2,4,3,33,5,3,,,,,
10714730666,233176282,05/08/2019 02:17:08 AM,05/08/2019 02:17:55 AM,71.80.236.150,,,,,1,10,6,5,8,,2,,,,11,5,2,5,2,26,5,5,,,,,
10714730616,233176282,05/08/2019 02:16:23 AM,05/08/2019 02:17:52 AM,75.139.160.114,,,,,1,4,2,4,3,,,,,5,2,5,1,3,3,38,5,5,,,,,
10714730464,233176282,05/08/2019 02:16:00 AM,05/08/2019 02:17:45 AM,73.19.204.171,,,,,1,7,9,8,8,1,2,,,,12,6,2,4,3,40,4,5,,,,,
10714730400,233176282,05/08/2019 02:10:53 AM,05/08/2019 02:17:42 AM,106.208.85.191,,,,,1,7,8,7,6,1,,3,,5,6,7,2,3,2,24,5,2,,,,,
10714728593,233176282,05/08/2019 02:14:53 AM,05/08/2019 02:16:21 AM,99.178.253.71,,,,,2,9,7,10,8,1,,,,,10,10,2,3,4,55,5,5,,,,,
10714728560,233176282,05/08/2019 02:15:28 AM,05/08/2019 02:16:20 AM,68.100.174.128,,,,,1,6,10,8,10,,2,3,,5,6,10,2,4,2,24,5,5,,,,,
10714727849,233176282,05/08/2019 02:12:52 AM,05/08/2019 02:15:48 AM,73.109.56.169,,,,,2,10,10,10,1,1,2,,,5,6,6,1,2,3,44,5,5,,,,,
10714727116,233176325,05/08/2019 02:13:38 AM,05/08/2019 02:15:13 AM,,,,,c193832cee59ec97ca605e208b,2,6,8,6,3,1,,,,,10,7,1,2,4,54,4,5,4,2,2,7,1
10714726805,233176282,05/08/2019 02:13:58 AM,05/08/2019 02:14:58 AM,97.90.208.145,,,,,1,8,10,8,3,,2,3,4,5,6,6,2,4,3,37,5,5,,,,,
10714726569,233176282,05/08/2019 02:11:01 AM,05/08/2019 02:14:48 AM,73.184.142.159,,,,,1,6,6,9,8,,,3,,,6,10,2,3,4,45,4,5,,,,,
10714726291,233176282,05/08/2019 02:12:17 AM,05/08/2019 02:14:34 AM,70.37.196.203,,,,,1,8,9,10,7,,,,,,2,7,1,5,3,36,5,5,,,,,
10714725144,233176282,05/08/2019 02:11:54 AM,05/08/2019 02:13:40 AM,73.1.68.50,,,,,2,7,6,8,6,,2,3,,,6,7,2,3,2,27,4,3,,,,,
10714724915,233176282,05/08/2019 02:10:06 AM,05/08/2019 02:13:30 AM,73.177.166.220,,,,,1,8,8,7,7,,,,,,8,7,2,4,2,29,4,4,,,,,
10714724180,233176282,05/08/2019 02:11:36 AM,05/08/2019 02:12:56 AM,173.88.117.174,,,,,2,3,7,8,8,1,2,3,,5,10,8,2,2,2,24,5,2,,,,,
10714723724,233176282,05/08/2019 02:11:01 AM,05/08/2019 02:12:37 AM,179.156.132.59,,,,,1,10,5,9,8,1,2,,,,11,8,2,5,2,20,7,4,,,,,
10714723551,233176282,05/08/2019 02:10:50 AM,05/08/2019 02:12:29 AM,76.117.162.199,,,,,1,10,10,10,9,,2,,,5,10,8,2,5,3,41,5,3,,,,,
10714722380,233176325,05/08/2019 02:10:03 AM,05/08/2019 02:11:34 AM,,,,,896dfc5f0e245af82aa8451f64,1,9,9,9,9,,2,,,,1,8,2,4,4,45,4,4,4,1,4,4,1
10714721238,233176282,05/08/2019 02:09:35 AM,05/08/2019 02:10:41 AM,165.225.0.192,,,,,2,7,4,8,5,,2,,,,8,5,1,4,2,26,3,5,,,,,
10714720952,233176282,05/08/2019 02:07:34 AM,05/08/2019 02:10:26 AM,32.217.5.227,,,,,3,4,6,7,5,,,,,,10,10,1,4,4,50,5,5,,,,,
10714720670,233176282,05/08/2019 02:09:14 AM,05/08/2019 02:10:12 AM,70.187.80.244,,,,,2,6,7,7,6,1,2,3,4,5,6,5,2,5,2,26,7,5,,,,,
10714719887,233176282,05/08/2019 02:07:27 AM,05/08/2019 02:09:33 AM,216.57.175.37,,,,,1,4,4,8,7,1,2,,,,11,10,2,4,3,36,3,5,,,,,
10714718973,233176282,05/08/2019 02:06:01 AM,05/08/2019 02:08:51 AM,104.186.234.163,,,,,1,7,8,7,7,1,2,3,,,6,5,1,4,4,52,7,3,,,,,
10714718527,233176282,05/08/2019 02:06:48 AM,05/08/2019 02:08:32 AM,49.206.115.19,,,,,2,9,9,9,10,,,,4,,6,8,2,1,2,28,4,2,,,,,
10714717850,233176282,05/08/2019 02:06:16 AM,05/08/2019 02:07:59 AM,24.107.191.113,,,,,2,6,6,5,7,,2,,,,10,8,1,3,3,31,4,5,,,,,
10714717826,233176282,05/08/2019 02:06:10 AM,05/08/2019 02:07:58 AM,104.185.203.70,,,,,2,2,3,3,7,,2,,,,7,9,2,3,3,38,7,2,,,,,
10714716509,233176282,05/08/2019 02:05:59 AM,05/08/2019 02:06:56 AM,104.238.59.98,,,,,2,7,7,8,9,,,3,,,11,8,1,4,2,24,7,4,,,,,
10714716326,233176325,05/08/2019 02:04:49 AM,05/08/2019 02:06:47 AM,,,,,14d762e08dc163fa8fff587f87,2,4,5,8,5,,,,,,8,1,1,2,4,54,1,5,4,2,2,9,2
10714716307,233176282,05/08/2019 02:05:10 AM,05/08/2019 02:06:46 AM,73.51.142.54,,,,,2,10,10,10,7,,,,,5,11,8,2,4,2,28,4,5,,,,,
10714716055,233176282,05/08/2019 02:04:28 AM,05/08/2019 02:06:34 AM,73.231.182.170,,,,,2,3,4,5,4,,2,3,,5,5,5,1,4,4,56,6,2,,,,,
10714715752,233176282,05/08/2019 02:04:28 AM,05/08/2019 02:06:18 AM,24.45.7.187,,,,,1,5,3,1,5,1,2,3,4,5,6,10,2,4,3,37,5,2,,,,,
10714714402,233176282,05/08/2019 02:02:57 AM,05/08/2019 02:05:08 AM,183.83.139.200,,,,,1,8,9,10,10,1,2,3,,5,6,8,2,10,3,31,7,2,,,,,
10714714330,233176282,05/08/2019 01:59:46 AM,05/08/2019 02:05:05 AM,71.28.236.224,,,,,1,6,8,10,5,1,,3,,,11,2,2,3,3,43,5,5,,,,,
10714714288,233176282,05/08/2019 02:01:43 AM,05/08/2019 02:05:03 AM,106.200.146.134,,,,,3,6,8,10,10,,,,,5,1,7,2,3,2,27,3,1,,,,,
10714714173,233176282,05/08/2019 01:56:32 AM,05/08/2019 02:04:58 AM,174.65.81.86,,,,,2,8,7,8,9,1,2,,,,6,8,2,3,3,40,4,5,,,,,
10714714126,233176282,05/08/2019 02:02:45 AM,05/08/2019 02:04:55 AM,98.219.125.65,,,,,2,10,10,10,8,1,2,,,5,6,10,2,6,3,30,5,5,,,,,
10714713877,233176282,05/08/2019 02:03:37 AM,05/08/2019 02:04:43 AM,157.46.9.73,,,,,1,5,6,5,6,,,,,5,4,5,2,3,3,30,6,2,,,,,
10714713686,233176282,05/08/2019 02:03:08 AM,05/08/2019 02:04:35 AM,204.195.9.83,,,,,1,5,3,4,5,,,,,,4,8,1,5,3,43,5,5,,,,,
10714713302,233176282,05/08/2019 02:02:30 AM,05/08/2019 02:04:14 AM,209.62.202.45,,,,,2,3,9,6,6,1,,,,,11,9,1,2,3,35,1,5,,,,,
10714711851,233176282,05/08/2019 02:00:30 AM,05/08/2019 02:03:00 AM,106.198.26.65,,,,,1,6,6,5,5,,,,,5,4,5,2,2,3,35,6,2,,,,,
10714711814,233176282,05/08/2019 02:01:22 AM,05/08/2019 02:02:58 AM,84.117.160.26,,,,,2,10,10,10,10,1,2,3,4,5,8,10,2,2,3,32,7,5,,,,,
10714711707,233176325,05/08/2019 02:00:52 AM,05/08/2019 02:02:52 AM,,,,,c0e73c07b0b7635be5e6f1558c,2,2,5,5,8,,,,,,11,10,2,3,5,61,5,5,5,1,3,2,5
10714711681,233176282,05/08/2019 02:00:37 AM,05/08/2019 02:02:51 AM,37.120.132.194,,,,,2,6,7,5,5,,2,,,5,12,6,2,4,4,52,7,2,,,,,
10714711650,233176282,05/08/2019 01:59:14 AM,05/08/2019 02:02:49 AM,73.98.238.176,,,,,2,8,8,10,4,1,,3,,5,6,5,1,6,4,57,4,5,,,,,
10714711509,233176282,05/08/2019 02:01:23 AM,05/08/2019 02:02:42 AM,76.125.139.110,,,,,1,5,3,5,10,,2,3,,5,10,3,2,3,2,29,7,5,,,,,
10714711416,233176282,05/08/2019 01:51:33 AM,05/08/2019 02:02:37 AM,64.121.85.105,,,,,2,7,6,6,7,,2,,,,6,7,2,5,3,38,5,5,,,,,
10714711405,233176282,05/08/2019 02:01:24 AM,05/08/2019 02:02:36 AM,66.85.17.230,,,,,2,9,7,10,10,,2,3,,,6,8,1,6,3,36,4,5,,,,,
10714711338,233176282,05/08/2019 02:01:37 AM,05/08/2019 02:02:32 AM,98.224.27.4,,,,,2,5,5,8,5,,2,,,,10,4,2,5,2,22,5,5,,,,,
10714711132,233176282,05/08/2019 02:01:09 AM,05/08/2019 02:02:23 AM,76.214.149.168,,,,,2,8,5,4,8,,2,3,,5,11,5,2,3,2,29,5,3,,,,,
10714710346,233176282,05/08/2019 02:00:09 AM,05/08/2019 02:01:40 AM,174.27.209.126,,,,,3,10,7,10,10,,2,3,,,6,3,2,2,3,41,2,5,,,,,
10714710294,233176282,05/08/2019 01:59:53 AM,05/08/2019 02:01:37 AM,97.85.204.65,,,,,2,7,8,5,4,,,,,,2,1,1,2,3,31,4,5,,,,,
10714709852,233176282,05/08/2019 01:58:59 AM,05/08/2019 02:01:15 AM,27.6.177.2,,,,,2,7,6,8,9,1,2,3,,5,6,8,2,3,2,25,5,2,,,,,
10714709757,233176282,05/08/2019 01:56:15 AM,05/08/2019 02:01:11 AM,47.137.188.28,,,,,1,6,5,6,7,,,3,,5,10,8,1,4,4,56,6,4,,,,,
10714709608,233176282,05/08/2019 01:59:19 AM,05/08/2019 02:01:03 AM,67.174.144.138,,,,,1,3,6,9,6,,,,,5,4,10,2,6,3,34,5,5,,,,,
10714709427,233176282,05/08/2019 01:59:05 AM,05/08/2019 02:00:55 AM,108.211.159.34,,,,,2,8,6,8,9,,2,3,,5,6,4,2,6,2,25,5,3,,,,,
10714709058,233176282,05/08/2019 01:59:36 AM,05/08/2019 02:00:36 AM,71.231.229.30,,,,,3,10,7,7,3,1,2,3,4,5,8,10,1,3,3,37,6,5,,,,,
10714708532,233176282,05/08/2019 01:58:08 AM,05/08/2019 02:00:07 AM,100.15.240.154,,,,,2,4,6,9,2,1,,3,,5,2,6,2,4,3,39,7,5,,,,,
10714708314,233176282,05/08/2019 01:58:36 AM,05/08/2019 01:59:57 AM,23.112.114.15,,,,,1,10,10,10,10,,2,3,,5,6,5,2,4,2,33,5,3,,,,,
10714708191,233176282,05/08/2019 01:58:45 AM,05/08/2019 01:59:50 AM,100.37.101.232,,,,,2,9,6,7,9,,,,,,4,7,2,5,3,37,5,2,,,,,
10714707829,233176282,05/08/2019 01:51:40 AM,05/08/2019 01:59:33 AM,73.169.159.58,,,,,1,8,7,9,10,1,2,3,,5,6,8,2,3,2,29,5,5,,,,,
10714707632,233176282,05/08/2019 01:57:40 AM,05/08/2019 01:59:22 AM,71.223.8.188,,,,,2,10,10,4,4,,,,,,11,4,1,2,2,26,3,5,,,,,
10714707598,233176282,05/08/2019 01:57:44 AM,05/08/2019 01:59:20 AM,66.74.8.73,,,,,2,6,8,10,8,,2,,,,6,7,2,6,2,23,4,4,,,,,
10714706759,233176282,05/08/2019 01:56:56 AM,05/08/2019 01:58:37 AM,115.42.121.106,,,,,1,7,7,6,7,,,,,5,10,7,2,4,4,57,6,2,,,,,
10714705704,233176282,05/08/2019 01:55:21 AM,05/08/2019 01:57:43 AM,75.65.120.116,,,,,2,7,6,5,5,,2,,,,6,6,1,2,3,44,5,5,,,,,
10714705691,233176282,05/08/2019 01:55:59 AM,05/08/2019 01:57:42 AM,73.227.222.115,,,,,2,6,5,6,7,,2,,,,10,9,2,3,3,33,5,5,,,,,
10714705637,233176282,05/08/2019 01:56:45 AM,05/08/2019 01:57:40 AM,71.75.228.170,,,,,3,10,10,10,10,,2,,,,6,7,1,4,2,27,3,3,,,,,
10714705514,233176282,05/08/2019 01:53:33 AM,05/08/2019 01:57:33 AM,103.226.85.179,,,,,1,8,10,7,7,,2,,,5,6,8,1,3,2,28,7,2,,,,,
10714705406,233176282,05/08/2019 01:54:47 AM,05/08/2019 01:57:28 AM,162.193.23.43,,,,,2,8,8,8,8,1,2,3,,,4,7,2,3,2,28,5,5,,,,,
10714705061,233176282,05/08/2019 01:55:48 AM,05/08/2019 01:57:09 AM,70.176.4.129,,,,,1,8,8,9,7,,2,,,,11,5,1,4,4,56,5,5,,,,,
10714704929,233176282,05/08/2019 01:53:40 AM,05/08/2019 01:57:02 AM,122.3.232.202,,,,,2,8,10,10,10,,,,,5,12,6,2,4,4,48,4,5,,,,,
10714704250,233176282,05/08/2019 01:54:34 AM,05/08/2019 01:56:26 AM,75.108.55.13,,,,,2,6,9,5,10,,,,,5,11,4,1,1,3,34,4,3,,,,,
10714704218,233176282,05/08/2019 01:54:20 AM,05/08/2019 01:56:24 AM,98.127.129.94,,,,,2,7,9,10,9,1,2,,,5,6,8,2,3,3,30,5,5,,,,,
10714704149,233176282,05/08/2019 01:55:00 AM,05/08/2019 01:56:20 AM,68.205.182.234,,,,,2,5,10,7,10,,2,,,,10,3,2,6,3,32,3,5,,,,,
10714704107,233176282,05/08/2019 01:52:33 AM,05/08/2019 01:56:18 AM,68.50.79.187,,,,,2,8,10,10,7,,2,,,,11,8,2,2,5,63,4,5,,,,,
10714703960,233176282,05/08/2019 01:54:04 AM,05/08/2019 01:56:10 AM,71.212.38.20,,,,,2,10,9,10,6,,2,,,,10,10,2,4,3,37,3,5,,,,,
10714703741,233176282,05/08/2019 01:53:31 AM,05/08/2019 01:55:59 AM,157.46.40.254,,,,,1,7,8,8,7,1,,,,,4,8,2,2,2,25,6,2,,,,,
10714703738,233176282,05/08/2019 01:54:22 AM,05/08/2019 01:55:59 AM,216.106.39.5,,,,,2,7,8,9,6,1,2,3,,,11,3,1,3,3,43,5,5,,,,,
10714703639,233176282,05/08/2019 01:54:38 AM,05/08/2019 01:55:53 AM,24.176.204.174,,,,,2,8,6,8,5,,,3,,5,4,3,2,4,3,30,5,2,,,,,
10714703478,233176282,05/08/2019 01:52:29 AM,05/08/2019 01:55:44 AM,107.182.43.11,,,,,3,5,7,8,8,1,2,3,4,5,6,6,2,3,3,34,4,5,,,,,
10714703067,233176282,05/08/2019 01:51:48 AM,05/08/2019 01:55:24 AM,73.191.229.247,,,,,2,10,10,8,6,,,,,,10,6,1,4,2,24,3,5,,,,,
10714703004,233176282,05/08/2019 01:53:21 AM,05/08/2019 01:55:20 AM,157.51.25.174,,,,,1,5,5,5,8,1,2,3,,5,6,8,2,3,3,31,6,2,,,,,
10714702665,233176282,05/08/2019 01:53:24 AM,05/08/2019 01:55:02 AM,95.114.33.137,,,,,1,8,8,8,8,1,2,3,,,8,6,2,4,2,26,5,2,,,,,
10714702367,233176282,05/08/2019 01:52:08 AM,05/08/2019 01:54:44 AM,107.185.165.215,,,,,2,7,8,8,7,1,2,3,,,10,5,1,3,3,34,7,5,,,,,
10714702212,233176282,05/08/2019 01:53:16 AM,05/08/2019 01:54:35 AM,24.10.22.33,,,,,2,10,9,8,6,,2,,,,10,5,2,7,5,67,4,5,,,,,
10714702078,233176282,05/08/2019 01:52:56 AM,05/08/2019 01:54:28 AM,75.32.5.219,,,,,2,10,6,10,4,,2,,,5,6,6,2,4,4,45,5,5,,,,,
10714701882,233176282,05/08/2019 01:53:20 AM,05/08/2019 01:54:16 AM,162.231.57.35,,,,,2,7,6,7,7,,,,,,8,8,2,4,3,35,5,5,,,,,
10714701626,233176282,05/08/2019 01:52:31 AM,05/08/2019 01:54:03 AM,173.17.203.233,,,,,2,10,6,10,10,,,,,5,6,7,1,3,3,36,5,5,,,,,
10714701623,233176282,05/08/2019 01:52:55 AM,05/08/2019 01:54:03 AM,73.153.36.122,,,,,1,6,5,5,5,,,,,,11,6,2,6,4,50,7,5,,,,,
10714701487,233176282,05/08/2019 01:52:29 AM,05/08/2019 01:53:55 AM,73.189.180.66,,,,,1,7,8,10,9,1,2,,,,6,5,2,10,3,35,5,2,,,,,
10714701422,233176282,05/08/2019 01:52:27 AM,05/08/2019 01:53:51 AM,100.38.7.22,,,,,2,4,3,7,5,,2,,,5,6,7,2,3,2,23,4,2,,,,,
10714701319,233176282,05/08/2019 01:51:48 AM,05/08/2019 01:53:45 AM,75.27.4.111,,,,,2,9,10,8,7,,,,,5,6,10,2,3,4,45,5,5,,,,,
10714701266,233176282,05/08/2019 01:52:33 AM,05/08/2019 01:53:43 AM,73.95.137.75,,,,,1,9,9,9,9,,,,4,,9,9,1,8,4,52,6,2,,,,,
10714700936,233176282,05/08/2019 01:52:12 AM,05/08/2019 01:53:23 AM,12.185.249.139,,,,,2,9,10,10,9,,,,,,1,2,2,3,2,26,3,5,,,,,
10714700738,233176282,05/08/2019 01:51:49 AM,05/08/2019 01:53:13 AM,107.5.199.80,,,,,2,7,7,9,9,1,2,3,4,5,10,5,1,3,3,36,5,5,,,,,
10714700486,233176282,05/08/2019 01:51:41 AM,05/08/2019 01:52:58 AM,24.55.12.152,,,,,1,1,1,1,7,1,,,,5,10,7,2,3,2,28,5,2,,,,,
10714699725,233176325,05/08/2019 01:50:26 AM,05/08/2019 01:52:15 AM,,,,,c4f44300944756bb6563de0afb,1,1,5,6,5,,,,,,5,1,1,7,4,52,6,5,4,2,7,4,1
10714699064,233176325,05/08/2019 01:48:44 AM,05/08/2019 01:51:39 AM,,,,,d3f9e6aa81c8ab62cdb4fc939e,1,6,5,6,5,1,2,,,,10,4,2,6,4,51,4,5,4,1,6,9,1
10714697916,233176325,05/08/2019 01:47:18 AM,05/08/2019 01:50:36 AM,,,,,9f453f468c2b298d0e5eedb9c9,3,5,5,3,3,,,,,,11,1,1,10,5,70,7,5,5,2,10,9,4
10714696835,233176325,05/08/2019 01:47:11 AM,05/08/2019 01:49:40 AM,,,,,1d7ade657f579c80db6abcf287,3,7,7,3,5,,,,,5,2,6,2,6,2,20,4,5,2,1,6,8,2
10714695066,233176325,05/08/2019 01:47:22 AM,05/08/2019 01:48:04 AM,,,,,9819047a1d8305e449166f6293,2,2,5,8,8,,,3,,,7,7,3,7,4,31,8,5,2,2,2,9,1
